(1.597,3.385,4.639)
(6.602,7.907,8.593)
(6.979,7.027,8.453)
(2.429,2.051,4.536)
(5.89,7.836,8.242)
(0.804,3.514,3.28)
(0.786,2.736,4.884)
(7.297,7.399,8.63)
(7.534,8.279,7.315)
(0.911,3.686,4.718)
(6.475,6.314,7.671)
(0.827,4.032,3.356)
(2.933,3.635,3.01)
(5.993,7.806,9.024)
(2.291,2.902,4.186)
(8.36,8.69,1.16)
(2.417,3.54,3.622)
(2.492,3.902,2.948)
(2.533,3.892,3.536)
(0.799,3.298,3.163)
(1.698,3.231,5.102)
(1.351,3.046,3.343)
(6.169,6.862,7.9)
(1.886,3.006,4.586)
(7.166,6.404,8.968)
(0.975,3.591,4.517)
(2.096,2.637,3.525)
(6.998,8.025,8.172)
(6.859,6.316,8.427)
(7.272,8.004,8.869)
(2.392,2.859,3.552)
(1.21,4.58,3)
(1.293,3.281,3.646)
(1.026,3.21,4.835)
(2.243,2.686,2.754)
(6.951,6.585,7.405)
(6.601,7.246,6.992)
(7.57,7.101,6.882)
(6.756,6.639,7.35)
(1.516,3.796,3.993)
(1.054,3.013,5.003)
(6.224,8.247,8.689)
(6.279,7.66,8.882)
(1.65,2.889,5.021)
(0.76,1.837,4.717)
(6.055,7.191,7.586)
(0.958,4.196,4.556)
(7.272,7.436,7.622)
(3.112,2.294,5.025)
(1.371,3.772,3.536)
(2.795,3.5,4.599)
(5.962,8.711,7.784)
(7.404,7.389,6.822)
(6.454,6.283,8.496)
(0.84,3.335,3.653)
(7.847,6.577,8.316)
(1.583,2.713,5.212)
(1.002,1.988,3.517)
(7.609,7.572,8.055)
(1.101,4.152,4.709)
(2.914,3.281,3.197)
(6.228,6.488,8.248)
(7.09,7.383,7.435)
(6.525,8.746,8.845)
(7.531,8.063,6.774)
(2.533,3.671,4.214)
(1.788,3.886,4.8)
(7.587,7.62,8.699)
(7.108,7.564,7.075)
(2.86,3.139,4.297)
(6.953,7.077,8.292)
(1.072,3.253,2.794)
(7.923,6.495,7.974)
(2.116,3.665,4.194)
(1.372,3.668,3.4)
(6.234,8.411,8.955)
(1.454,3.563,3.506)
(7.62,8.057,8.198)
(7.15,6.774,8.286)
(1.728,3.473,2.941)
(6.618,7.598,9.09)
(8.064,6.565,8.851)
(6.809,6.449,8.462)
(1.302,2.681,3.7)
(2.729,3.716,4.654)
