(6.515,7.227,2.414)
(7.899,1.238,0.756)
(6.608,2.403,1.584)
(1.015,7.202,2.612)
(6.77,2.3,4.44)
(1.41,2.04,6.58)
(1.402,3.41,1.456)
(2.257,2.632,1.059)
(9.11,1.297,1.27)
(1.01,1.541,3.042)
(8.47,1.83,1.463)
(8.253,9.031,3.132)
(7.225,7.253,3.462)
(0.76,3.051,0.511)
(6.606,1.206,0.867)
(7.579,1.866,3.225)
(2.949,1.011,1.625)
(7.217,7.974,2.918)
(9.439,9.161,0.714)
(1.044,8.595,0.594)
(6.866,7.629,1.503)
(0.863,0.849,0.978)
(0.57,2.14,3.393)
(2.159,7.411,0.588)
(1.882,8.985,0.566)
(6.633,1.148,2.341)
(3.258,2.512,0.902)
(0.579,7.473,2.588)
(8.944,3.486,1.61)
(7.128,0.706,1.513)
(8.261,1.277,2.518)
(0.509,0.623,2.444)
(1.032,7.043,0.806)
(8.159,2.101,2.574)
(0.831,2.252,3.002)
(0.813,2.26,1.55)
(6.913,2.062,3.086)
(1.54,7.94,3.62)
(3.14,1.574,3.268)
(2.305,7.404,1.016)
(1.247,6.647,0.549)
(3.034,1.283,2.361)
(6.611,0.738,1.637)
(8.828,1.665,0.919)
(0.655,2.989,1.51)
(0.629,7.692,2.702)
(8.169,1.423,1.349)
(8.423,1.527,2.833)
(7.307,7.83,1.652)
(2.872,0.569,1.732)
(9.266,7.763,0.997)
(3.351,7.144,0.867)
(2.095,3.256,1.332)
(6.565,2.099,3.258)
(1.152,2.337,1.575)
(7.207,2.607,1.958)
(6.512,9.395,0.527)
(8.936,6.912,0.655)
(0.865,2.016,3.204)
(8.72,8.737,0.575)
(0.882,7.082,1.795)
(1.16,7.189,0.77)
(2.965,0.7,2.262)
(3.339,8.853,1.799)
(6.91,8.449,2.298)
(0.591,2.686,1.929)
(3.032,2.167,2.356)
(9.343,8.422,2.191)
(1.799,2.354,1.904)
(6.803,0.786,1.421)
(2.513,8.783,3.235)
(5.95,5.12,8.36)
(7.029,1.346,2.557)
(2.717,1.261,2.422)
(8.651,2.015,1.566)
(0.994,2.569,2.51)
(1.21,4.58,3)
(8.783,9.391,1.948)
(7.415,0.554,0.723)
(2.292,1.623,0.505)
(7.763,9.208,3.226)
(6.943,6.618,3.473)
(9.042,7.459,1.905)
(2.597,7.449,3.095)
(7.471,2.457,3.129)
(7.863,2.007,2.703)
(3.399,8.575,0.537)
(2.228,2.313,1.319)
(1.336,7.992,2.401)
(9.057,8.814,3.231)
(6.572,1.519,2.997)
(6.53,1.49,1.901)
(2.603,6.686,2.73)
(3.013,1.647,1.538)
(7.568,2.398,2.425)
(2.575,9.486,1.006)
(0.773,1.294,1.066)
(0.979,6.696,2.37)
(9.052,9.008,3.348)
(6.71,8.88,2.69)
(8.139,2.798,2.233)
(7.134,8.289,2.764)
(1.509,6.627,2.128)
(0.938,1.106,2.237)
(6.659,7.059,2.593)
(8.847,1.316,2.817)
(2.716,8.465,2.1)
(8.152,6.596,1.515)
(3.05,2.03,1.66)
(7.641,2.638,0.822)
(9.12,3.328,1.069)
(9.466,2.421,1.366)
(2.768,7.141,1.308)
(7.074,6.786,2.298)
(1.836,8.216,3.065)
(9.188,6.853,2.227)
(1.746,3.063,2.96)
(8.64,8.934,1.178)
(3.29,4.47,2.03)
(6.886,2.303,0.553)
(1.162,1.617,1.64)
(1.974,7.432,2.544)
(0.793,6.58,0.698)
(1.809,8.898,2.842)
(3.063,0.529,2.577)
(0.56,1.74,3.134)
(8.937,2.267,2.347)
(0.93,1.889,0.513)
(8.357,7.879,2.756)
(2.579,1.921,0.823)
(1.725,7.677,2.05)
(7.677,8.077,2.246)
(1.365,1.366,1.163)
(8.72,0.923,0.586)
(2.637,8.676,0.529)
(1.875,9.332,2.228)
(2.902,2.665,1.525)
